1, 4 yr./ 50000 mi., 6 yr./ 70000 mi., 4 yr./ 50000 mi.,,,,, 38.0 in., 50.2 in., 42.3 in., 55.6 in., 51.7 in., 35.9 in., 34.0 in., 53.5 in.,5 ft. 10.6 in. (70.6 in.),4 ft. 7.6 in. (55.6 in.),14 ft. 11.1 in. (179.1 in.),8 ft. 9.1 in. (105.1 in.),,,, 101.6 cu.ft., 2955 lbs., 12.3 cu.ft.,,,,,,,, 2.0 L, Single overhead cam (SOHC), Inline 4,16, Variable, 140 ft-lbs. @ 4300 rpm, 150 hp @ 6500 rpm, 36.1 ft., Gas, Premium unleaded (recommended), 13.2 gal., 316.8/462.0 mi., 24/35 mpg, Front wheel drive, 5-speed shiftable automatic
1041, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 39.8 in., 54.3 in., 42.6 in., 57.3 in., 48.9 in., 38.9 in., 37.2 in., 55.4 in.,6 ft. 0.6 in. (72.6 in.),5 ft. 7.1 in. (67.1 in.),15 ft. 1.1 in. (181.1 in.),8 ft. 8.7 in. (104.7 in.),,,,,,, 1500 lbs.,,,,,,, 2.5 L, Double overhead cam (DOHC), Inline 4,16, Variable, 172 ft-lbs. @ 4100 rpm, 176 hp @ 6000 rpm, 34.8 ft., Gas, Regular unleaded, 15.9 gal., 381.6/492.9 mi., 24/31 mpg, Front wheel drive, 6-speed shiftable automatic
1042, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,,,, 8 yr./ 100000 mi., 39.8 in., 54.3 in., 42.6 in., 57.3 in., 48.9 in., 38.9 in., 37.2 in., 55.4 in.,6 ft. 0.6 in. (72.6 in.),5 ft. 7.1 in. (67.1 in.),15 ft. 1.1 in. (181.1 in.),8 ft. 8.7 in. (104.7 in.),,,,,,, 1750 lbs.,,,,,,, 2.5 L, Double overhead cam (DOHC), Inline 4,16, Variable,,,, Hybrid, Regular unleaded, 14.8 gal., 503.2/458.8 mi., 34/31 mpg, All wheel drive, Continuously variable-speed automatic
1043, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 34.8 in., 62.5 in., 42.5 in., 66.4 in., 59.9 in., 34.9 in., 40.9 in., 65.6 in.,6 ft. 7.9 in. (79.9 in.),6 ft. 5 in. (77 in.),17 ft. 1.1 in. (205.1 in.),10 ft. 2 in. (122 in.),,,,,,, 7400 lbs.,,,,,,, 5.7 L, Double overhead cam (DOHC), V8,32, Variable, 401 ft-lbs. @ 3600 rpm, 381 hp @ 5600 rpm, 38.1 ft., Gas, Regular unleaded, 26.4 gal., 343.2/448.8 mi., 13/17 mpg, Rear wheel drive, 6-speed shiftable automatic
1044, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 34.8 in., 62.5 in., 42.5 in., 66.4 in., 59.9 in., 34.9 in., 40.9 in., 65.6 in.,6 ft. 7.9 in. (79.9 in.),6 ft. 5 in. (77 in.),17 ft. 1.1 in. (205.1 in.),10 ft. 2 in. (122 in.),,,,,,, 7400 lbs.,,,,,,, 5.7 L, Double overhead cam (DOHC), V8,32, Variable, 401 ft-lbs. @ 3600 rpm, 381 hp @ 5600 rpm, 38.1 ft., Gas, Regular unleaded, 26.4 gal., 343.2/448.8 mi., 13/17 mpg, Rear wheel drive, 6-speed shiftable automatic
1045, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 41.0 in., 58.6 in., 40.5 in., 65.0 in., 66.1 in., 39.7 in., 37.6 in., 64.6 in.,6 ft. 6.1 in. (78.1 in.),5 ft. 8.9 in. (68.9 in.),16 ft. 8.2 in. (200.2 in.),,,,,,,, 3500 lbs.,,, 150.0 cu.ft.,,,, 3.5 L, Double overhead cam (DOHC), V6,24, Variable, 245 ft-lbs. @ 4700 rpm, 266 hp @ 6200 rpm, 37.5 ft., Gas, Regular unleaded, 20.0 gal., 360.0/500.0 mi., 18/25 mpg, Front wheel drive, 6-speed shiftable automatic
1046, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 41.0 in., 58.6 in., 40.5 in., 65.0 in., 66.1 in., 39.7 in., 37.6 in., 64.6 in.,6 ft. 6.1 in. (78.1 in.),5 ft. 8.9 in. (68.9 in.),16 ft. 8.2 in. (200.2 in.),,,,,,,, 3500 lbs.,,, 150.0 cu.ft.,,,, 3.5 L, Double overhead cam (DOHC), V6,24, Variable, 245 ft-lbs. @ 4700 rpm, 266 hp @ 6200 rpm, 37.5 ft., Gas, Regular unleaded, 20.0 gal., 360.0/500.0 mi., 18/25 mpg, Front wheel drive, 6-speed shiftable automatic
1047, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 40.0 in., 53.6 in., 41.3 in., 58.1 in., 53.6 in., 35.2 in., 28.2 in., 57.7 in.,6 ft. 0.2 in. (72.2 in.),5 ft. 6.1 in. (66.1 in.),17 ft. 4.1 in. (208.1 in.),,,,,,,,,,,,,,, 2.7 L, Double overhead cam (DOHC), Inline 4,16, Variable, 180 ft-lbs. @ 3800 rpm, 159 hp @ 5200 rpm, 42.3 ft., Gas, Regular unleaded, 21.1 gal., 443.1/527.5 mi., 21/25 mpg, Rear wheel drive, 5-speed manual
1048, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 39.7 in., 57.2 in., 42.9 in., 58.3 in., 51.7 in., 34.9 in., 24.6 in., 56.5 in.,6 ft. 2.4 in. (74.4 in.),5 ft. 10.6 in. (70.6 in.),17 ft. 8.3 in. (212.3 in.),,,,,,,,,,,,,,, 2.7 L, Double overhead cam (DOHC), Inline 4,16, Variable, 180 ft-lbs. @ 3800 rpm, 159 hp @ 5200 rpm, 40.6 ft., Gas, Regular unleaded, 21.1 gal., 400.9/485.3 mi., 19/23 mpg, Rear wheel drive, 6-speed automatic
1049, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 40.2 in., 53.6 in., 41.7 in., 57.7 in., 55.2 in., 38.5 in., 32.6 in., 59.3 in.,6 ft. 2.6 in. (74.6 in.),5 ft. 6.1 in. (66.1 in.),17 ft. 4.1 in. (208.1 in.),,,,,,,,,,,,,,, 2.7 L, Double overhead cam (DOHC), Inline 4,16, Variable, 180 ft-lbs. @ 3800 rpm, 159 hp @ 5200 rpm, 42.3 ft., Gas, Regular unleaded, 21.1 gal., 400.9/506.4 mi., 19/24 mpg, Rear wheel drive, 4-speed automatic
1050, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 39.7 in., 57.2 in., 42.9 in., 58.3 in., 56.3 in., 38.3 in., 32.6 in., 58.9 in.,6 ft. 2.4 in. (74.4 in.),5 ft. 10.6 in. (70.6 in.),17 ft. 8.3 in. (212.3 in.),,,,,,,,,,,,,,, 2.7 L, Double overhead cam (DOHC), Inline 4,16, Variable, 180 ft-lbs. @ 3800 rpm, 159 hp @ 5200 rpm, 40.6 ft., Gas, Regular unleaded, 21.1 gal., 400.9/485.3 mi., 19/23 mpg, Rear wheel drive, 6-speed automatic
1051, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 39.7 in., 62.6 in., 42.5 in., 65.7 in., 60.4 in., 38.9 in., 42.3 in., 65.5 in.,6 ft. 7.9 in. (79.9 in.),6 ft. 3.8 in. (75.8 in.),19 ft. 0.9 in. (228.9 in.),12 ft. 1.7 in. (145.7 in.),,,,,,,,,,,,,, 4.6 L, Double overhead cam (DOHC), V8,32, Variable, 327 ft-lbs. @ 3400 rpm, 310 hp @ 5600 rpm, 44.0 ft., Gas, Regular unleaded, 26.4 gal., 396.0/501.6 mi., 15/19 mpg, Rear wheel drive, 6-speed shiftable automatic
1052, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 39.7 in., 62.6 in., 42.5 in., 65.7 in., 60.4 in., 38.9 in., 42.3 in., 65.5 in.,6 ft. 7.9 in. (79.9 in.),6 ft. 3.8 in. (75.8 in.),19 ft. 0.9 in. (228.9 in.),12 ft. 1.7 in. (145.7 in.),,,,,,,,,,,,,, 4.6 L, Double overhead cam (DOHC), V8,32, Variable, 327 ft-lbs. @ 3400 rpm, 310 hp @ 5600 rpm, 44.0 ft., Gas, Regular unleaded, 26.4 gal., 396.0/501.6 mi., 15/19 mpg, Rear wheel drive, 6-speed shiftable automatic
1053, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 39.7 in., 62.6 in., 42.5 in., 65.7 in., 61.6 in., 38.7 in., 34.7 in., 65.6 in.,6 ft. 7.9 in. (79.9 in.),6 ft. 4 in. (76 in.),19 ft. 0.9 in. (228.9 in.),12 ft. 1.7 in. (145.7 in.),,,,,,,,,,,,,, 4.6 L, Double overhead cam (DOHC), V8,32, Variable, 327 ft-lbs. @ 3400 rpm, 310 hp @ 5600 rpm, 44.0 ft., Gas, Regular unleaded, 26.4 gal., 396.0/501.6 mi., 15/19 mpg, Rear wheel drive, 6-speed shiftable automatic
1054, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 39.7 in., 62.6 in., 42.5 in., 65.7 in., 62.6 in., 38.7 in., 34.7 in., 65.6 in.,6 ft. 7.9 in. (79.9 in.),6 ft. 4 in. (76 in.),19 ft. 0.9 in. (228.9 in.),12 ft. 1.7 in. (145.7 in.),,,,,,,,,,,,,, 4.6 L, Double overhead cam (DOHC), V8,32, Variable, 327 ft-lbs. @ 3400 rpm, 310 hp @ 5600 rpm, 44.0 ft., Gas, Regular unleaded, 26.4 gal., 396.0/501.6 mi., 15/19 mpg, Rear wheel drive, 6-speed shiftable automatic
1055, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,,,,,,,,,,6 ft. 7.9 in. (79.9 in.),6 ft. 3.8 in. (75.8 in.),19 ft. 0.9 in. (228.9 in.),12 ft. 1.7 in. (145.7 in.),,,,,,,,,,,,,, 5.7 L, Double overhead cam (DOHC), V8,32, Variable, 401 ft-lbs. @ 3600 rpm, 381 hp @ 5600 rpm, 49.0 ft., Gas, Regular unleaded, 26.4 gal., 343.2/475.2 mi., 13/18 mpg, Rear wheel drive, 6-speed shiftable automatic
1056, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,,,,,,,,,,6 ft. 7.9 in. (79.9 in.),6 ft. 3.8 in. (75.8 in.),19 ft. 0.9 in. (228.9 in.),12 ft. 1.7 in. (145.7 in.),,,,,,,,,,,,,, 5.7 L, Double overhead cam (DOHC), V8,32, Variable, 401 ft-lbs. @ 3600 rpm, 381 hp @ 5600 rpm, 44.0 ft.,, Flex-fuel (unleaded/E85), 26.4 gal., 343.2/475.2 mi., 13/18 mpg, Rear wheel drive, 6-speed shiftable automatic
1057, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 39.6 in., 56.0 in., 40.2 in., 60.0 in., 56.5 in., 39.3 in., 39.1 in., 59.0 in.,6 ft. 3 in. (75 in.),5 ft. 3.4 in. (63.4 in.),15 ft. 9 in. (189 in.),,,,,,,, 1000 lbs.,,,,,,, 2.7 L, Double overhead cam (DOHC), Inline 4,16, Variable, 182 ft-lbs. @ 4200 rpm, 181 hp @ 5800 rpm, 40.7 ft., Gas, Regular unleaded, 17.7 gal., 354.0/460.2 mi., 20/26 mpg, Front wheel drive, 6-speed shiftable automatic
1058, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 39.3 in., 50.0 in., 40.6 in., 52.5 in., 49.8 in., 37.6 in., 33.3 in., 51.8 in.,5 ft. 6.7 in. (66.7 in.),4 ft. 11.4 in. (59.4 in.),12 ft. 11.5 in. (155.5 in.),8 ft. 2.8 in. (98.8 in.),,,, 99.7 cu.ft., 2315 lbs., 15.3 cu.ft.,,,,,,,, 1.5 L, Double overhead cam (DOHC), Inline 4,16, Variable, 103 ft-lbs. @ 4200 rpm, 106 hp @ 6000 rpm, 31.5 ft., Gas, Regular unleaded,,,, Front wheel drive, 5-speed manual
1059, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 25000 mi.,,, 39.3 in., 50.0 in., 40.6 in., 52.5 in., 49.8 in., 37.6 in., 33.3 in., 51.8 in.,5 ft. 6.7 in. (66.7 in.),4 ft. 11.4 in. (59.4 in.),12 ft. 11.5 in. (155.5 in.),8 ft. 2.8 in. (98.8 in.),,,, 99.7 cu.ft., 2315 lbs., 15.3 cu.ft.,,,,,,,, 1.5 L, Double overhead cam (DOHC), Inline 4,16, Variable, 103 ft-lbs. @ 4200 rpm, 106 hp @ 6000 rpm, 31.5 ft., Gas, Regular unleaded, 11.1 gal., 333.0/410.7 mi., 30/37 mpg, Front wheel drive, 5-speed manual
1060, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 39.4 in.,,,,,,,,5 ft. 11.2 in. (71.2 in.),4 ft. 10.5 in. (58.5 in.),14 ft. 0.4 in. (168.4 in.),,,,,,,,,,, 29.9 cu.ft.,,, 860 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 236 ft-lbs. @ 1750 rpm, 150 hp @ 4000 rpm, 35.4 ft.,, Diesel fuel, 14.5 gal., 449.5/594.5 mi., 31/41 mpg, Front wheel drive, 6-speed manual
1061, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 39.4 in.,,,,,,,,5 ft. 11.2 in. (71.2 in.),4 ft. 10.5 in. (58.5 in.),14 ft. 0.4 in. (168.4 in.),,,,,,,,,,, 29.9 cu.ft.,,, 833 lbs., 1.8 L, Double overhead cam (DOHC), Inline 4,16, Variable, 184 ft-lbs. @ 1500 rpm, 170 hp @ 4800 rpm, 35.4 ft., Gas, Regular unleaded, 14.5 gal., 362.5/478.5 mi., 25/33 mpg, Front wheel drive, 6-speed shiftable automatic
1062, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 39.4 in.,,,,,,,,5 ft. 11.2 in. (71.2 in.),4 ft. 10.5 in. (58.5 in.),14 ft. 0.4 in. (168.4 in.),,,,,,,,,,, 29.9 cu.ft.,,, 833 lbs., 1.8 L, Double overhead cam (DOHC), Inline 4,16, Variable, 184 ft-lbs. @ 1500 rpm, 170 hp @ 4800 rpm, 35.4 ft., Gas, Regular unleaded, 14.5 gal., 362.5/493.0 mi., 25/34 mpg, Front wheel drive, 6-speed shiftable automatic
1063, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 39.3 in.,,,,,,,,5 ft. 11.2 in. (71.2 in.),4 ft. 10 in. (58 in.),14 ft. 0.4 in. (168.4 in.),,,,,,,,,,,,,, 847 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 236 ft-lbs. @ 1750 rpm, 150 hp @ 4000 rpm, 35.4 ft.,, Diesel fuel, 14.5 gal., 435.0/580.0 mi., 30/40 mpg, Front wheel drive, 6-speed manual
1064, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 39.3 in.,,,,,,,,5 ft. 11.2 in. (71.2 in.),4 ft. 10 in. (58 in.),14 ft. 0.4 in. (168.4 in.),,,,,,,,,,,,,, 847 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 236 ft-lbs. @ 1750 rpm, 150 hp @ 4000 rpm, 35.4 ft.,, Diesel fuel, 14.5 gal., 435.0/580.0 mi., 30/40 mpg, Front wheel drive, 6-speed manual
1065, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 37.4 in.,,,,,,,,6 ft. 1 in. (73 in.),4 ft. 7.8 in. (55.8 in.),15 ft. 8.9 in. (188.9 in.),,,,,,,,,,,,,, 1038 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 207 ft-lbs. @ 1700 rpm, 200 hp @ 5100 rpm, 37.4 ft., Gas, Premium unleaded (recommended), 18.5 gal., 388.5/592.0 mi., 21/32 mpg, Front wheel drive, 6-speed manual
1066, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 37.4 in.,,,,,,,,6 ft. 1 in. (73 in.),4 ft. 7.8 in. (55.8 in.),15 ft. 9.1 in. (189.1 in.),,,,,,,,,,,,,, 1038 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 207 ft-lbs. @ 1700 rpm, 200 hp @ 5100 rpm, 37.4 ft., Gas, Premium unleaded (recommended), 18.5 gal., 388.5/592.0 mi., 21/32 mpg, Front wheel drive, 6-speed manual
1067,,,,,, 8 yr./ 100000 mi.,, 38.4 in.,,,,,,,,5 ft. 10.8 in. (70.8 in.),4 ft. 9.1 in. (57.1 in.),14 ft. 0.1 in. (168.1 in.),,,,,,,,,,, 52.7 cu.ft.,,, 930 lbs.,,,,,,,,, Electric,,,,, Front wheel drive, 1-speed direct drive
1068,,,,,, 8 yr./ 100000 mi.,, 38.4 in.,,,,,,,,5 ft. 10.8 in. (70.8 in.),4 ft. 9.1 in. (57.1 in.),14 ft. 0.1 in. (168.1 in.),,,,,,,,,,, 52.7 cu.ft.,,, 939 lbs.,,,,,,,,, Electric,,,,, Front wheel drive, 1-speed direct drive
1069, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 38.9 in.,,,,,,,,5 ft. 10.5 in. (70.5 in.),4 ft. 8.9 in. (56.9 in.),14 ft. 6.1 in. (174.1 in.),,,,,,,,,,, 13.4 cu.ft.,,, 932 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 207 ft-lbs. @ 1700 rpm, 200 hp @ 5100 rpm, 35.8 ft., Gas, Premium unleaded (recommended), 14.5 gal., 319.0/435.0 mi., 22/30 mpg, Front wheel drive, 6-speed automated manual
1070, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 38.9 in.,,,,,,,,5 ft. 10.5 in. (70.5 in.),4 ft. 8.9 in. (56.9 in.),14 ft. 6.1 in. (174.1 in.),,,,,,,,,,, 10.5 cu.ft.,,, 932 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 207 ft-lbs. @ 1700 rpm, 200 hp @ 5100 rpm, 35.8 ft., Gas, Premium unleaded (recommended), 14.5 gal., 319.0/435.0 mi., 22/30 mpg, Front wheel drive, 6-speed automated manual
1071, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 38.4 in.,,,,,,,,5 ft. 10.8 in. (70.8 in.),4 ft. 9.2 in. (57.2 in.),14 ft. 0 in. (168 in.),,,,,,,,,,,,,, 1131 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16,,,,,, Diesel fuel, 13.2 gal., 396.0/594.0 mi., 30/45 mpg, Front wheel drive, 6-speed manual
1072, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 38.4 in.,,,,,,,,5 ft. 10.5 in. (70.5 in.),4 ft. 9.2 in. (57.2 in.),13 ft. 11.5 in. (167.5 in.),,,,,,,,,,,,,, 1083 lbs., 1.8 L, Double overhead cam (DOHC), Inline 4,16,,,,, Gas, Regular unleaded, 13.2 gal., 330.0/488.4 mi., 25/37 mpg, Front wheel drive, 5-speed manual
1073, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 38.4 in.,,,,,,,,5 ft. 10.5 in. (70.5 in.),4 ft. 9.2 in. (57.2 in.),13 ft. 11.5 in. (167.5 in.),,,,,,,,,,,,,, 1083 lbs., 1.8 L, Double overhead cam (DOHC), Inline 4,16, Variable, 200 ft-lbs. @ 1600 rpm, 170 hp @ 4500 rpm, 35.8 ft., Gas, Regular unleaded, 13.2 gal., 330.0/488.4 mi., 25/37 mpg, Front wheel drive, 5-speed manual
1074, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 38.4 in.,,,,,,,,5 ft. 10.5 in. (70.5 in.),4 ft. 8.8 in. (56.8 in.),14 ft. 0 in. (168 in.),,,,,,,,,,, 52.7 cu.ft.,,, 1098 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 258 ft-lbs. @ 1500 rpm, 210 hp @ 4500 rpm, 35.8 ft., Gas, Premium unleaded (recommended), 13.2 gal., 330.0/448.8 mi., 25/34 mpg, Front wheel drive, 6-speed manual
1075, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 38.4 in.,,,,,,,,5 ft. 10.5 in. (70.5 in.),4 ft. 8.8 in. (56.8 in.),14 ft. 0 in. (168 in.),,,,,,,,,,, 52.7 cu.ft.,,, 1098 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 258 ft-lbs. @ 1500 rpm, 210 hp @ 4500 rpm, 35.8 ft., Gas, Premium unleaded (recommended), 13.2 gal., 330.0/448.8 mi., 25/34 mpg, Front wheel drive, 6-speed manual
1076, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 38.4 in.,,,,,,,,5 ft. 10.8 in. (70.8 in.),4 ft. 8.5 in. (56.5 in.),13 ft. 11.9 in. (167.9 in.),,,,,,,,,,,,,, 979 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 280 ft-lbs. @ 1800 rpm, 292 hp @ 5500 rpm, 35.8 ft., Gas, Premium unleaded (recommended), 14.5 gal., 333.5/435.0 mi., 23/30 mpg, All wheel drive, 6-speed automated manual
1077, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 38.4 in.,,,,,,,,5 ft. 10.8 in. (70.8 in.),4 ft. 8.5 in. (56.5 in.),14 ft. 0.4 in. (168.4 in.),,,,,,,,,,, 52.7 cu.ft.,,, 970 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 280 ft-lbs. @ 1800 rpm, 292 hp @ 5400 rpm, 35.8 ft., Gas, Premium unleaded (recommended), 14.5 gal., 319.0/449.5 mi., 22/31 mpg, All wheel drive, 6-speed manual
1078, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 38.6 in.,,,,,,,,5 ft. 10.8 in. (70.8 in.),4 ft. 10.3 in. (58.3 in.),14 ft. 11.6 in. (179.6 in.),,,,,,,,,,, 66.5 cu.ft.,,, 1019 lbs., 2.0 L, Single overhead cam (SOHC), Inline 4,16, Variable, 236 ft-lbs. @ 1750 rpm, 150 hp @ 3500 rpm, 35.8 ft.,, Diesel fuel, 13.2 gal., 409.2/567.6 mi., 31/43 mpg, Front wheel drive, 6-speed manual
1079, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 38.6 in.,,,,,,,,5 ft. 10.8 in. (70.8 in.),4 ft. 10.3 in. (58.3 in.),14 ft. 11.6 in. (179.6 in.),,,,,,,,,,, 66.5 cu.ft.,,, 1014 lbs., 1.8 L, Double overhead cam (DOHC), Inline 4,16, Variable, 199 ft-lbs. @ 1600 rpm, 170 hp @ 4500 rpm, 35.8 ft., Gas, Regular unleaded, 13.2 gal., 330.0/475.2 mi., 25/36 mpg, Front wheel drive, 5-speed manual
1080, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 38.6 in.,,,,,,,,5 ft. 10.8 in. (70.8 in.),4 ft. 10.3 in. (58.3 in.),14 ft. 11.6 in. (179.6 in.),,,,,,,,,,, 66.5 cu.ft.,,, 1014 lbs., 1.8 L, Double overhead cam (DOHC), Inline 4,16, Variable, 199 ft-lbs. @ 1600 rpm, 170 hp @ 4500 rpm, 35.8 ft., Gas, Regular unleaded, 13.2 gal., 330.0/475.2 mi., 25/36 mpg, Front wheel drive, 5-speed manual
1081, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 39.3 in.,,,,,,,,5 ft. 10 in. (70 in.),4 ft. 9.8 in. (57.8 in.),13 ft. 9.9 in. (165.9 in.),,,,,,,,,,,,,, 997 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16,,,,, Gas, Premium unleaded (recommended), 14.5 gal., 304.5/449.5 mi., 21/31 mpg, Front wheel drive, 6-speed manual
1082, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 38.2 in.,,,,,,,,5 ft. 10 in. (70 in.),4 ft. 8.6 in. (56.6 in.),15 ft. 2.2 in. (182.2 in.),,,,,,,,,,,,,, 1125 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 207 ft-lbs. @ 1700 rpm, 210 hp @ 5300 rpm, 38.1 ft., Gas, Premium unleaded (recommended), 14.5 gal., 333.5/478.5 mi., 23/33 mpg, Front wheel drive, 6-speed manual
1083, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 38.2 in.,,,,,,,,5 ft. 10 in. (70 in.),4 ft. 8.6 in. (56.6 in.),15 ft. 2.2 in. (182.2 in.),,,,,,,,,,,,,, 1125 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 207 ft-lbs. @ 1700 rpm, 210 hp @ 5300 rpm, 38.1 ft., Gas, Premium unleaded (recommended), 14.5 gal., 333.5/478.5 mi., 23/33 mpg, Front wheel drive, 6-speed manual
1084, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 38.2 in.,,,,,,,,5 ft. 10 in. (70 in.),4 ft. 8.6 in. (56.6 in.),15 ft. 2.2 in. (182.2 in.),,,,,,,,,,,,,, 1125 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 207 ft-lbs. @ 1700 rpm, 210 hp @ 5300 rpm, 38.1 ft., Gas, Premium unleaded (recommended), 14.5 gal., 333.5/478.5 mi., 23/33 mpg, Front wheel drive, 6-speed manual
1085, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 3 yr./ 36000 mi.,,,,, 38.2 in.,,,,,,,,5 ft. 10 in. (70 in.),4 ft. 8.6 in. (56.6 in.),15 ft. 2.2 in. (182.2 in.),,,,,,,,,,,,,, 1125 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 207 ft-lbs. @ 1700 rpm, 210 hp @ 5300 rpm, 38.1 ft., Gas, Premium unleaded (recommended), 14.5 gal., 333.5/478.5 mi., 23/33 mpg, Front wheel drive, 6-speed manual
1086, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 1 yr./ 10000 mi.,,, 37.0 in.,,,,,,,,5 ft. 10 in. (70 in.),4 ft. 9.2 in. (57.2 in.),15 ft. 3.3 in. (183.3 in.),,,,,,,,,,,,,, 1001 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,20, Variable, 236 ft-lbs. @ 1750 rpm, 150 hp @ 3500 rpm, 36.4 ft.,, Diesel fuel, 14.5 gal., 449.5/667.0 mi., 31/46 mpg, Front wheel drive, 6-speed manual
